codigo_a,codigo_b,establecimiento_a,establecimiento_b,score_nombre,score_direccion,mismo_telefono,misma_jornada,mismo_plan
01-09-0006-46,01-09-0007-46,CENTRO EDUCATIVO SAN PEDRO APOSTOL,CENTRO EDUCATIVO SAN PEDRO APOSTOL,100.0,100.0,True,True,True
01-09-0022-46,01-09-9079-46,LICEO INTEGRAL SAMPEDRANO,LICEO INTEGRAL SAMPEDRANO,100.0,97.7,False,True,True
01-09-0034-46,01-09-9061-46,LICEO INTEGRAL SAMPEDRANO,LICEO INTEGRAL SAMPEDRANO,100.0,97.6,True,True,True
01-09-0051-46,01-09-0052-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,100.0,False,True,True
01-11-0022-46,01-11-0033-46,COLEGIO EVANGELICO BELEN,COLEGIO EVANGÉLICO BELÉN,100.0,63.4,True,True,True
01-11-0050-46,01-11-9116-46,LICEO CENTROAMERICANO,LICEO CENTROAMERICANO,100.0,72.7,False,True,True
01-11-0061-46,01-11-0062-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,78.4,False,True,True
01-11-0064-46,01-11-0065-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,84.2,False,True,True
01-02-0012-46,01-02-0036-46,LICEO INTEGRAL DE ENSEÑANZA COMERCIAL -LIEC-,LICEO INTEGRAL DE ENSEÑANZA COMERCIAL -LIEC-,100.0,100.0,True,True,True
01-16-0014-46,01-16-0191-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,90.9,False,True,True
01-16-0046-46,01-16-0163-46,COLEGIO DE INFORMATICA AVANZADA COMPUCEIC,"COLEGIO DE INFORMATICA AVANZADA "" COMPUCEIC""",96.5,87.8,True,True,True
01-16-0047-46,01-16-0164-46,COLEGIO DE INFORMATICA AVANZADA COMPUCEIC,"COLEGIO DE INFORMATICA AVANZADA "" COMPUCEIC """,95.3,85.4,True,True,True
01-16-0089-46,01-16-0196-46,CENTRO EDUCATIVO INTEGRAL COMPUTARIZADO,CENTRO EDUCATIVO INTEGRAL COMPUTARIZADO,100.0,100.0,True,True,True
01-16-0092-46,01-16-0153-46,COLEGIO TECNOLÓGICO CANALEÑO,COLEGIO TECNOLOGICO CANALEÑO,100.0,64.8,True,True,True
01-16-0098-46,01-16-0099-46,"LICEO PROFESIONAL DE COMPUTACIÓN ""MANUEL GALICH""","LICEO PROFESIONAL DE COMPUTACIÓN ""MANUEL GALICH""",100.0,100.0,False,True,True
01-16-0106-46,01-16-9736-46,LICEO PREUNIVERSITARIO DE INFORMÁTICA Y TECNOLOGÍA,LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA,100.0,100.0,True,True,True
01-16-0106-46,01-16-9738-46,LICEO PREUNIVERSITARIO DE INFORMÁTICA Y TECNOLOGÍA,LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA,100.0,100.0,True,True,True
01-16-0108-46,01-16-8866-46,LICEO CENTROAMERICANO BOCA DEL MONTE,LICEO CENTROAMERICANO BOCA DEL MONTE,100.0,92.3,True,True,True
01-16-0114-46,01-16-0116-46,LICEO MONTEGAL,LICEO MONTEGAL,100.0,100.0,True,True,True
01-16-0143-46,01-16-0144-46,INSTITUTO TECNOLÓGICO MUNICIPAL,INSTITUTO TECNOLÓGICO MUNICIPAL,100.0,100.0,True,True,True
01-16-0143-46,01-16-0145-46,INSTITUTO TECNOLÓGICO MUNICIPAL,INSTITUTO TECNOLÓGICO MUNICIPAL,100.0,100.0,True,True,True
01-16-0143-46,01-16-0146-46,INSTITUTO TECNOLÓGICO MUNICIPAL,INSTITUTO TECNOLÓGICO MUNICIPAL,100.0,100.0,False,True,True
01-16-0144-46,01-16-0145-46,INSTITUTO TECNOLÓGICO MUNICIPAL,INSTITUTO TECNOLÓGICO MUNICIPAL,100.0,100.0,True,True,True
01-16-0144-46,01-16-0146-46,INSTITUTO TECNOLÓGICO MUNICIPAL,INSTITUTO TECNOLÓGICO MUNICIPAL,100.0,100.0,False,True,True
01-16-0145-46,01-16-0146-46,INSTITUTO TECNOLÓGICO MUNICIPAL,INSTITUTO TECNOLÓGICO MUNICIPAL,100.0,100.0,False,True,True
01-16-0188-46,01-16-0191-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,35.3,True,True,True
01-16-8871-46,01-16-8872-46,LICEO CENTROAMERICANO BOCA DEL MONTE,LICEO CENTROAMERICANO BOCA DEL MONTE,100.0,100.0,True,True,True
01-16-9736-46,01-16-9738-46,LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA,LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA,100.0,100.0,True,True,True
01-15-0010-46,01-15-0016-46,COLEGIO CRISTIANO PENIEL PERONIA,COLEGIO CRISTIANO PENIEL PERONIA,100.0,100.0,True,True,True
01-15-0019-46,01-15-0222-46,CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE,CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE,100.0,87.2,False,True,True
01-15-0126-46,01-15-9074-46,COLEGIO LUIS REY,COLEGIO LUIS REY,100.0,96.4,False,True,True
01-15-0168-46,01-15-8300-46,INSTITUTO MIXTO PRIVADO JUAN GERARDI,INSTITUTO MIXTO PRIVADO JUAN GERARDI,100.0,91.4,True,True,True
01-15-0169-46,01-15-0521-46,COLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,COLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,100.0,73.2,True,True,True
01-15-0169-46,01-15-0522-46,COLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,CDOLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,98.9,56.6,True,True,True
01-15-0173-46,01-15-8358-46,COLEGIO EVANGELICO BET-EL SHAMMA,COLEGIO EVANGELICO BET-EL SHAMMA,100.0,97.4,False,True,True
01-15-0178-46,01-15-8111-46,COLEGIO CRISTIANO HERMOSO JESUS,COLEGIO CRISTIANO HERMOSO JESUS,100.0,97.7,True,True,True
01-15-0181-46,01-15-8398-46,COLEGIO BASICO MODERNO PARA COMPUTACION BM-PC,COLEGIO BASICO MODERNO PARA COMPUTACION BM-PC,100.0,97.8,True,True,True
01-15-0182-46,01-15-2737-46,LICEO VALLE DEL SOL,LICEO VALLE DEL SOL,100.0,97.7,False,True,True
01-15-0184-46,01-15-8133-46,CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE,CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE,100.0,85.0,False,True,True
01-15-0185-46,01-15-9550-46,LICEO TECNICO DE VILLA NUEVA,LICEO TECNICO DE VILLA NUEVA,100.0,100.0,True,True,True
01-15-0194-46,01-15-0195-46,COLEGIO MIXTO MARTA MARIA,COLEGIO MIXTO MARTA MARIA,100.0,100.0,True,True,True
01-15-0260-46,01-15-2074-46,COLEGIO MONTE MARIA,COLEGIO MONTE MARIA,100.0,53.5,True,True,True
01-15-0266-46,01-15-8911-46,LICEO EDUCATIVO LA ASUNCION,LICEO EDUCATIVO LA ASUNCION,100.0,100.0,True,True,True
01-15-0267-46,01-15-7077-46,CENTRO EDUCATIVO INTEGRAL MIXTO FUENTE DE SAN JOSE -FSJ-,CENTRO EDUCATIVO INTEGRAL MIXTO FUENTE DE SAN JOSE -FSJ-,100.0,70.4,False,True,True
01-15-0270-46,01-15-0757-46,LICEO PIERRE DE FERMAT,LICEO PIERRE DE FERMAT II,93.6,43.5,True,True,True
01-15-0271-46,01-15-0273-46,LICEO PIERRE DE FERMAT,LICEO PIERRE DE FERMAT,100.0,97.9,True,True,True
01-15-0271-46,01-15-0523-46,LICEO PIERRE DE FERMAT,LICEO PIERRE DE FERMAT,100.0,74.4,True,True,True
01-15-0271-46,01-15-0524-46,LICEO PIERRE DE FERMAT,LICEO PIERRE DE FERMAT,100.0,74.4,True,True,True
01-15-0273-46,01-15-0523-46,LICEO PIERRE DE FERMAT,LICEO PIERRE DE FERMAT,100.0,76.2,True,True,True
01-15-0273-46,01-15-0524-46,LICEO PIERRE DE FERMAT,LICEO PIERRE DE FERMAT,100.0,76.2,True,True,True
01-15-0277-46,01-15-0856-46,COLEGIO METRO KIDS,COLEGIO METRO KIDS,100.0,84.1,False,True,True
01-15-0292-46,01-15-0295-46,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA,100.0,48.5,True,True,True
01-15-0327-46,01-15-8132-46,"CENTRO EDUCATIVO ""JOSE MILLA Y VIDAURRE""",CENTRO EDUCATIVO 'JOSE MILLA Y VIDAURRE',95.0,100.0,True,True,True
01-15-0345-46,01-15-0520-46,LICEO VALLE DEL SOL,LICEO VALLES DEL SOL,97.4,95.2,False,True,True
01-15-0364-46,01-15-0365-46,CENTRO EDUCATIVO INTELLECTUS PRE-UNIVERSITARIO,CENTRO EDUCATIVO INTELLECTUS PRE-UNIVERSITARIO,100.0,100.0,True,True,True
01-15-0453-46,01-15-0455-46,LICEO TECNICO INDUSTRIAL MAYA TIKAL,LICEO TÉCNICO INDUSTRIAL MAYA TIKAL,100.0,97.7,False,True,True
01-15-0456-46,01-15-9551-46,LICEO TECNICO DE VILLA NUEVA,LICEO TECNICO DE VILLA NUEVA,100.0,97.9,True,True,True
01-15-0458-46,01-15-2077-46,CENTRO EDUCATIVO JOSÉ MILLA Y VIDAURRE,CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE,100.0,95.2,False,True,True
01-15-0479-46,01-15-7698-46,COLEGIO RAFAEL AREVALO MARTÍNEZ,COLEGIO RAFAEL AREVALO MARTINEZ,100.0,70.4,False,True,True
01-15-0482-46,01-15-0497-46,LICEO TÉCNICO INDUSTRIAL MAYA TIKAL,LICEO TÉCNICO INDUSTRIAL MAYA TIKAL,100.0,97.7,False,True,True
01-15-0482-46,01-15-9336-46,LICEO TÉCNICO INDUSTRIAL MAYA TIKAL,LICEO TECNICO INDUSTRIAL MAYA TIKAL,100.0,88.4,False,True,True
01-15-0483-46,01-15-9333-46,LICEO TÉCNICO INDUSTRIAL MAYA TIKAL,LICEO TECNICO INDUSTRIAL MAYA TIKAL,100.0,90.5,False,True,True
01-15-0487-46,01-15-0516-46,COLEGIO TECNOLÓGICO CEDROS DEL LÍBANO,COLEGIO TECNOLÓGICO CEDROS DE LIBANO,98.6,68.9,True,True,True
01-15-0497-46,01-15-9336-46,LICEO TÉCNICO INDUSTRIAL MAYA TIKAL,LICEO TECNICO INDUSTRIAL MAYA TIKAL,100.0,90.5,True,True,True
01-15-0521-46,01-15-0522-46,COLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,CDOLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,98.9,76.9,True,True,True
01-15-0523-46,01-15-0524-46,LICEO PIERRE DE FERMAT,LICEO PIERRE DE FERMAT,100.0,100.0,True,True,True
01-15-0523-46,01-15-0554-46,LICEO PIERRE DE FERMAT,LICEO PIERRE DE FERMAT II,93.6,73.2,False,True,True
01-15-0524-46,01-15-0554-46,LICEO PIERRE DE FERMAT,LICEO PIERRE DE FERMAT II,93.6,73.2,False,True,True
01-15-0551-46,01-15-0803-46,LICEO INTERCULTURAL DE GUATEMALA,LICEO INTERCULTURAL DE GUATEMALA,100.0,76.6,False,True,True
01-15-0582-46,01-15-0623-46,LICEO INTERCULTURAL DE GUATEMALA II,LICEO INTERCULTURAL DE GUATEMALA,95.5,45.5,True,True,True
01-15-0584-46,01-15-0803-46,LICEO INTERCULTURAL DE GUATEMALA II,LICEO INTERCULTURAL DE GUATEMALA,95.5,51.7,True,True,True
01-15-0612-46,01-15-0626-46,INSTITUTO MIXTO NOCTURNO EL ANGEL,INSTITUTO MIXTO NOCTURNO EL ANGEL,100.0,100.0,True,True,True
01-15-0612-46,01-15-7859-46,INSTITUTO MIXTO NOCTURNO EL ANGEL,INSTITUTO MIXTO NOCTURNO EL ANGEL,100.0,100.0,True,True,True
01-15-0626-46,01-15-7859-46,INSTITUTO MIXTO NOCTURNO EL ANGEL,INSTITUTO MIXTO NOCTURNO EL ANGEL,100.0,100.0,True,True,True
01-15-0640-46,01-15-0644-46,LICEO TECNOLOGICO MAHANAIM,LICEO TECNOLÓGICO MAHANAIM,100.0,61.5,True,True,True
01-15-0645-46,01-15-0646-46,LICEO TÉCNICO DE VILLA NUEVA,LICEO TÉCNICO DE VILLA NUEVA,100.0,100.0,True,True,True
01-15-0655-46,01-15-7826-46,COLEGIO CRISTIANO EL OLIVO,COLEGIO CRISTIANO EL OLIVO,100.0,85.7,True,True,True
01-15-0703-46,01-15-0759-46,LICEO TECNOLÓGICO MAHANAIM,LICEO TECNOLÓGICO MAHANAIM,100.0,85.7,True,True,True
01-15-0708-46,01-15-0710-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,100.0,75.3,False,True,True
01-15-0813-46,01-15-0815-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA DE BÁRCENA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA DE BÁRCENA,100.0,100.0,True,True,True
01-15-0813-46,01-15-0816-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA DE BÁRCENA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA DE BÁRCENA,100.0,100.0,True,True,True
01-15-0815-46,01-15-0816-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA DE BÁRCENA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA DE BÁRCENA,100.0,100.0,True,True,True
01-15-2072-46,01-15-9555-46,COLEGIO MIXTO NUESTRA PATRIA,COLEGIO MIXTO NUESTRA PATRIA,100.0,100.0,True,True,True
01-15-2406-46,01-15-2791-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO DE FORMACION INTELECTUAL GUATEMALTECO,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CENTRO DE FORMACION INTELECTUAL GUATEMALTECO',99.0,100.0,False,True,True
01-15-6187-46,01-15-9217-46,CENTRO CRISTIANO EDUCACIONAL VIDA S.A.,CENTRO CRISTIANO EDUCACIONAL VIDA,93.0,98.2,False,True,True
01-15-6571-46,01-15-6572-46,INSTITUTO PRIVADO MIXTO LINDA VISTA,INSTITUTO PRIVADO MIXTO LINDA VISTA,100.0,100.0,False,True,True
01-15-7204-46,01-15-9464-46,CENTRO EDUCATIVO AMOR Y ENSEÑANZA,CENTRO EDUCATIVO AMOR Y ENSEÑANZA,100.0,79.2,False,True,True
01-15-8282-46,01-15-8283-46,LICEO MIXTO EVEREST,LICEO MIXTO EVEREST,100.0,100.0,True,True,True
01-15-8597-46,01-15-8598-46,COLEGIO NUESTRA SEQORA DE LOURDES,COLEGIO NUESTRA SEQORA DE LOURDES,100.0,100.0,True,True,True
01-15-8600-46,01-15-8601-46,COLEGIO NUESTRA SEÑORA DE LOURDES,COLEGIO NUESTRA SEÑORA DE LOURDES,100.0,100.0,True,True,True
01-15-8969-46,01-15-8970-46,LICEO EVANGELICO ROCA DE LOS SIGLOS,LICEO EVANGELICO ROCA DE LOS SIGLOS,100.0,100.0,False,True,True
01-15-9275-46,01-15-9276-46,LICEO COMPU-MARKET,LICEO COMPU-MARKET,100.0,79.3,True,True,True
01-15-9392-46,01-15-9393-46,COLEGIO MIXTO REAL EL VALLE,COLEGIO MIXTO REAL EL VALLE,100.0,100.0,False,True,True
01-15-9467-46,01-15-9469-46,CENTRO EDUCATIVO MANUEL GALICH,CENTRO EDUCATIVO MANUEL GALICH,100.0,100.0,False,True,True
13-27-0058-46,13-27-0091-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,94.7,100.0,False,True,True
13-27-0066-46,13-27-0085-46,INSTITUTO MAYANCE AGUACATECO,INSTITUTO MAYANCE AGUACATECO,100.0,95.5,True,True,True
13-27-0067-46,13-27-0076-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,32.4,True,True,True
13-27-0067-46,13-27-0090-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,94.7,100.0,False,True,True
13-02-0210-46,13-02-0290-46,"COLEGIO ""JUAN PABLO II""","COLEGIO ""JUAN PABLO II""",100.0,83.7,False,True,True
13-02-0216-46,13-02-0217-46,COLEGIO INTEGRAL HUMANISTICO CHIANTLECO,COLEGIO INTEGRAL HUMANISTICO CHIANTLECO,100.0,100.0,False,True,True
13-19-0041-46,13-19-0042-46,"LICEO PRIVADO MIXTO ""PANAMERICANO""","LICEO PRIVADO MIXTO ""PANAMERICANO""",100.0,100.0,True,True,True
13-19-0057-46,13-19-0058-46,"COLEGIO PRIVADO MIXTO ""GÉNESIS""","COLEGIO PRIVADO MIXTO ""GÉNESIS""",100.0,100.0,True,True,True
13-19-0061-46,13-19-0062-46,COLEGIO PRIVADO MIXTO GÉNESIS,COLEGIO PRIVADO MIXTO GÉNESIS,100.0,100.0,True,True,True
13-01-0145-46,13-01-0171-46,LICEO PREUNIVERSITARIO DE INFORMATICA,LICEO PREUNIVERSITARIO DE INFORMATICA,100.0,75.0,True,True,True
13-01-0145-46,13-01-0394-46,LICEO PREUNIVERSITARIO DE INFORMATICA,LICEO PREUNIVERSITARIO DE INFORMÁTICA,100.0,95.5,True,True,True
13-01-0158-46,13-01-0287-46,COLEGIO PREUNIVERSITARIO CAMBRIDGE,COLEGIO PREUNIVERSITARIO CAMBRIDGE,100.0,100.0,True,True,True
13-01-0162-46,13-01-0163-46,COLEGIO EVANGELICO MIXTO CHIMUSINIQUE,COLEGIO EVANGELICO MIXTO CHIMUSINIQUE,100.0,100.0,True,True,True
13-01-0171-46,13-01-0394-46,LICEO PREUNIVERSITARIO DE INFORMATICA,LICEO PREUNIVERSITARIO DE INFORMÁTICA,100.0,75.9,True,True,True
13-01-0180-46,13-01-7142-46,COLEGIO PRIVADO MIXTO AMERICANO,COLEGIO PRIVADO MIXTO AMERICANO,100.0,100.0,False,True,True
13-01-0218-46,13-01-0269-46,COLEGIO TECNOLOGICO DEL VALLE,COLEGIO TECNOLÓGICO DEL VALLE,100.0,100.0,True,True,True
13-01-0226-46,13-01-0322-46,CENTRO EDUCATIVO MARRIOT,CENTRO EDUCATIVO MARRIOT,100.0,97.7,True,True,True
13-01-0244-46,13-01-0315-46,INSTITUTO TÉCNICO DE CAPACITACIÓN Y PRODUCTIVIDAD INTECAP,INSTITUTO TÉCNICO DE CAPACITACIÓN Y PRODUCTIVIDAD INTECAP,100.0,97.4,False,True,True
13-01-0246-46,13-01-6423-46,LICEO CANADIENSE DEL NOR OCCIDENTE,LICEO CANADIENSE DEL NOR OCCIDENTE,100.0,70.8,False,True,True
13-01-0268-46,13-01-0275-46,LICEO PRIVADO DE CIENCIAS COMERCIALES,LICEO PRIVADO DE CIENCIAS COMERCIALES,100.0,100.0,True,True,True
13-01-0268-46,13-01-0341-46,LICEO PRIVADO DE CIENCIAS COMERCIALES,LICEO PRIVADO DE CIENCIAS COMERCIALES,100.0,98.0,True,True,True
13-01-0275-46,13-01-0341-46,LICEO PRIVADO DE CIENCIAS COMERCIALES,LICEO PRIVADO DE CIENCIAS COMERCIALES,100.0,98.0,True,True,True
13-01-0288-46,13-01-1500-46,LICEO PRIVADO DE CIENCIAS COMERCIALES,LICEO PRIVADO DE CIENCIAS COMERCIALES,100.0,82.6,True,True,True
13-01-0289-46,13-01-1592-46,COLEGIO PRIVADO MIXTO AMERICANO,COLEGIO PRIVADO MIXTO AMERICANO,100.0,98.0,True,True,True
13-01-0290-46,13-01-0314-46,COLEGIO TECNOLÓGICO DE HUEHUETENANGO,COLEGIO TECNOLÓGICO DE HUEHUETENANGO,100.0,100.0,True,True,True
13-01-0292-46,13-01-1505-46,"LICEO PRIVADO MIXTO ""CENTROAMERICANO HUEHUETECO""","LICEO PRIVADO MIXTO ""CENTROAMERICANO HUEHUETECO""",100.0,93.3,False,True,True
13-01-0348-46,13-01-0368-46,"CENTRO EDUCATIVO MARRIOT ""BRILLANTE""",CENTRO EDUCATIVO MARRIOT BRILLANTE,97.1,52.8,True,True,True
13-01-0354-46,13-01-0355-46,COLEGIO MIXTO PRÓCERES PLUS FIN DE SEMANA,COLEGIO MIXTO PRÓCERES PLUS FIN DE SEMANA,100.0,100.0,False,True,True
13-01-0397-46,13-01-0403-46,COLEGIO TECNOLÓGICO DEL VALLE,COLEGIO TECNOLÓGICO DEL VALLE,100.0,59.1,True,True,True
13-01-6778-46,13-01-6780-46,"COLEGIO PRIVADO MIXTO ""NUEVO AMANECER""","COLEGIO PRIVADO MIXTO ""NUEVO AMANECER""",100.0,78.0,False,True,True
13-01-7082-46,13-01-7083-46,LICEO PRIVADO MIXTO MONTESSORI,LICEO PRIVADO MIXTO MONTESSORI,100.0,100.0,False,True,True
13-01-7111-46,13-01-7133-46,"COLEGIO EVANGÉLICO PARA ADULTOS GUATEMALTECOS ""EL SHADDAI""",COLEGIO EVANGELICO PARA ADULTOS GUATEMALTECOS 'EL SHADDAI',96.6,100.0,True,True,True
13-07-0063-46,13-07-0064-46,"INSTITUTO PRIVADO MIXTO DIVERSIFICADO ""JACALTENANGO""","INSTITUTO PRIVADO MIXTO DIVERSIFICADO ""JACALTENANGO""",100.0,100.0,True,True,True
13-12-0075-46,13-12-0086-46,INSTITUTO PRIVADO MIXTO ESFUERZO,"INSTITUTO PRIVADO MIXTO ""ESFUERZO""",97.0,100.0,True,True,True
13-12-0075-46,13-12-0097-46,INSTITUTO PRIVADO MIXTO ESFUERZO,INSTITUTO PRIVADO MIXTO ESFUERZO,100.0,100.0,True,True,True
13-12-0081-46,13-12-5947-46,INSTITUTO PARTICULAR MIXTO DEMOCRACENSE,INSTITUTO PARTICULAR MIXTO DEMOCRACENSE,100.0,100.0,False,True,True
13-12-0086-46,13-12-0097-46,"INSTITUTO PRIVADO MIXTO ""ESFUERZO""",INSTITUTO PRIVADO MIXTO ESFUERZO,97.0,100.0,True,True,True
13-12-0111-46,13-12-0126-46,"INSTITUTO PRIVADO MIXTO ""ESFUERZO""","INSTITUTO PRIVADO MIXTO ""ESFUERZO""",100.0,100.0,True,True,True
13-12-0113-46,13-12-0114-46,"INSTITUTO PRIVADO MIXTO ""SUPERACIÓN""","INSTITUTO PRIVADO MIXTO ""SUPERACIÓN""",100.0,100.0,True,True,True
13-03-0048-46,13-03-0050-46,COLEGIO MIXTO INTERCULTURAL MALACATANCITO,COLEGIO MIXTO INTERCULTURAL MALACATANCITO,100.0,100.0,False,True,True
13-03-0067-46,13-03-0068-46,"LICEO PRIVADO MIXTO ""EMANUEL""","LICEO PRIVADO MIXTO ""EMANUEL""",100.0,100.0,True,True,True
13-05-0052-46,13-05-0054-46,"COLEGIO INTERCULTURAL PRIVADO MIXTO ""CIENCIA APLICADA""","COLEGIO INTERCULTURAL PRIVADO MIXTO ""CIENCIA APLICADA""",100.0,100.0,True,True,True
13-24-0016-46,13-24-0017-46,LICEO PRIVADO MIXTO MONTESSORI,LICEO PRIVADO MIXTO MONTESSORI,100.0,100.0,True,True,True
13-24-0036-46,13-24-0037-46,"INSTITUTO NORMAL MIXTO PRIVADO ""JUAN JOSÉ ARÉVALO BERMEJO""","INSTITUTO NORMAL PRIVADO ""JUAN JOSÉ ARÉVALO BERMEJO""",94.5,100.0,True,True,True
13-09-0059-46,13-09-0060-46,LICEO PRIVADO MIXTO EDNA EDITH HERRERA VILLATORO,LICEO PRIVADO MIXTO EDNA EDITH HERRERA VILLATORO,100.0,100.0,False,True,True
13-23-0035-46,13-23-0036-46,COLEGIO PARAISO ESCONDIDO,COLEGIO PARAISO ESCONDIDO,100.0,100.0,False,True,True
13-23-0058-46,13-23-0059-46,"COLEGIO PREUNIVERSITARIO ""DEL VALLE""","COLEGIO PREUNIVERSITARIO ""DEL VALLE""",100.0,100.0,True,True,True
13-18-0078-46,13-18-0079-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,53.8,True,True,True
13-06-0078-46,13-06-7127-46,COLEGIO INTEGRAL EMPRESARIAL SAMPEDRANO POR MADUREZ,COLEGIO INTEGRAL EMPRESARIAL SAMPEDRANO POR MADUREZ,100.0,100.0,False,True,True
13-08-0020-46,13-08-0066-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,100.0,False,True,True
13-08-0045-46,13-08-0047-46,"INSTITUTO PARTICULAR MIXTO INTERCULTURAL ""CIENCIA Y DESARROLLO""",INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,98.4,98.0,False,True,True
13-08-0045-46,13-08-7128-46,"INSTITUTO PARTICULAR MIXTO INTERCULTURAL ""CIENCIA Y DESARROLLO""",INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,98.4,100.0,True,True,True
13-08-0047-46,13-08-7128-46,INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,100.0,98.0,False,True,True
13-08-0053-46,13-08-7124-46,INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,100.0,81.0,True,True,True
13-08-0055-46,13-08-0058-46,"COLEGIO LICEO TÉCNICO LIBERADOR ""KAROL WOJTILA""","COLEGIO LICEO TÉCNICO LIBERADOR ""KAROL WOJTILA""",100.0,100.0,True,True,True
13-25-0041-46,13-25-0042-46,"COLEGIO PRIVADO MIXTO ""EL PARAISO""","COLEGIO PRIVADO MIXTO ""EL PARAISO""",100.0,67.9,True,True,True
13-25-0046-46,13-25-0057-46,"COLEGIO PRIVADO MIXTO ""EL PARAÍSO""","COLEGIO PRIVADO MIXTO ""EL PARAÍSO""",100.0,100.0,False,True,True
13-20-0035-46,13-20-0040-46,ASOCIACION DE MAESTROS DE EDUCACION RURAL DE GUATEMALA -AMERG-,ASOCIACIÓN DE MAESTROS DE EDUCACIÓN RURAL DE GUATEMALA -AMERG-,100.0,100.0,False,True,True
13-10-0056-46,13-10-0057-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,46.7,True,True,True
13-10-0056-46,13-10-0058-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,100.0,71.4,True,True,True
13-10-0057-46,13-10-0058-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,100.0,41.2,True,True,True
